Transaction_Amount,Transaction_Hour,Account_Age_Days,Previous_Transactions,Failed_Transactions,Device_Trust_Score,Location_Change,International_Transaction,Transaction_Frequency,Fraud
25.42,14,369,354,1,65.26,0,0,1,0
110.61,22,527,2,1,87.23,0,0,6,0
32.19,20,1353,309,2,9.24,0,0,5,0
581.18,20,1979,119,3,28.02,0,1,8,0
219.32,0,930,7,1,13.22,0,0,6,0
82.48,1,2909,255,2,93.31,0,0,1,0
186.23,18,944,484,1,42.66,0,0,3,0
201.52,13,1996,461,0,91.01,0,0,5,0
37.94,7,910,404,2,29.44,0,0,1,0
29.48,5,1738,478,5,12.64,1,0,4,0
72.11,11,2456,414,3,29.65,1,0,5,0
157.85,14,1379,75,2,59.72,0,1,4,0
76.64,13,1228,351,3,84.52,0,0,8,0
13.78,20,2225,195,0,38.54,0,0,5,0
29.88,0,386,187,3,91.48,0,0,4,0
61.93,10,1784,450,0,24.42,0,0,5,0
61.83,2,1515,496,2,69.35,0,0,4,0
479.4,18,1277,3,0,73.57,0,0,6,0
16.68,17,2664,184,2,27.4,0,0,6,1
110.56,19,1020,335,2,2.7,0,1,6,0
295.63,1,2646,273,5,36.52,0,1,7,0
646.42,6,1204,368,1,4.52,0,0,4,0
44.51,7,1240,52,3,90.08,0,0,4,0
109.01,18,1187,263,0,95.35,0,0,1,0
117.89,21,2105,368,0,73.54,0,0,8,0
81.08,14,1682,133,2,72.67,0,0,8,0
60.41,9,1938,482,4,24.09,0,0,4,0
103.13,21,182,225,0,7.39,0,0,7,0
5.3,0,2563,310,0,80.21,0,0,7,0
131.9,5,2455,61,1,55.92,0,0,4,0
75.65,12,303,365,2,68.16,0,0,7,0
53.38,13,561,16,2,77.96,0,0,6,1
516.39,2,1480,229,0,40.94,0,1,4,0
33.96,10,2907,195,1,14.45,0,0,6,0
44.56,2,1049,251,3,79.5,0,0,6,0
488.6,18,1672,443,2,45.38,0,1,9,0
29.02,9,894,303,4,82.69,0,0,6,0
38.47,14,1382,48,1,43.77,0,1,7,0
57.57,10,1236,235,3,21.7,0,0,4,0
154.58,14,143,121,1,17.1,0,1,3,0
82.09,23,780,499,3,74.39,0,0,2,0
18.31,12,2565,320,1,57.49,0,0,3,0
39.17,4,1099,50,1,40.46,0,1,7,0
36.33,3,489,469,1,49.21,0,1,6,0
61.73,12,872,41,3,54.96,0,0,3,0
102.09,8,468,456,2,23.94,0,0,2,0
101.31,16,635,22,2,37.82,0,1,9,0
11.29,1,168,371,2,29.24,0,0,6,0
193.24,23,2218,182,1,38.84,0,0,7,0
85.85,4,1287,5,4,50.06,0,0,6,1
266.28,15,2017,145,4,17.34,0,0,6,1
103.98,6,1930,357,0,39.35,0,0,5,0
200.6,0,949,78,2,38.55,0,1,4,0
106.33,11,1582,231,2,28.6,0,0,10,0
256.27,20,2212,297,4,99.85,0,1,6,0
112.42,10,2543,348,4,7.36,0,0,8,0
60.47,11,441,479,1,64.3,0,0,3,0
647.06,18,1060,209,3,17.44,0,0,2,0
162.23,11,1013,163,2,83.95,0,0,8,1
118.36,11,2124,168,3,91.42,0,0,9,0
18.61,13,2599,278,0,40.15,0,0,2,0
18.39,1,2153,237,2,82.35,0,0,2,0
89.36,1,224,176,2,24.99,0,0,6,0
77.13,3,2251,53,4,14.01,0,0,6,0
36.09,19,1680,349,0,31.59,0,1,5,0
76.78,22,1323,10,3,34.17,0,0,3,0
326.56,15,894,146,6,39.74,0,1,7,0
133.67,9,2096,227,1,37.3,0,1,5,0
21.31,12,1897,236,3,41.11,0,0,3,0
59.65,1,948,464,1,71.0,0,0,6,0
29.82,2,948,242,3,24.56,1,0,4,0
45.25,18,215,305,1,1.86,1,0,8,1
44.1,5,951,71,3,48.97,0,1,6,0
41.36,18,564,158,2,44.83,0,0,6,0
19.01,20,2541,19,4,6.01,0,0,3,0
58.69,19,1529,55,2,13.38,0,0,7,1
38.07,18,780,444,2,50.99,0,0,7,0
3.56,7,258,215,1,23.48,0,0,1,0
519.55,13,1107,456,0,87.76,0,0,4,0
198.1,9,382,209,1,17.33,0,0,4,0
45.77,2,1864,21,3,2.01,0,0,6,0
67.95,5,2936,282,1,44.76,0,1,4,0
20.66,14,844,249,3,98.62,0,1,5,0
363.48,22,2928,28,2,63.39,1,0,5,0
444.65,22,711,423,2,35.4,0,0,6,0
78.0,17,2195,417,3,1.69,0,0,6,0
185.59,13,2514,296,3,48.49,0,0,3,0
79.46,18,2871,211,3,20.65,0,0,6,0
17.52,9,2880,285,0,64.78,1,0,7,0
44.18,14,951,20,1,58.3,1,0,4,1
76.09,3,2501,20,0,26.52,0,0,3,0
42.33,22,2410,330,2,6.89,0,0,8,0
53.59,1,1005,396,1,75.5,1,0,8,0
60.86,2,803,120,5,58.55,1,0,7,1
61.51,6,2468,97,3,84.21,0,0,1,0
70.26,22,687,120,2,25.98,0,0,3,0
23.09,15,1823,25,2,65.29,0,0,6,0
32.56,9,1571,153,1,11.87,0,0,11,0
18.46,18,462,245,1,29.18,1,1,6,0
177.3,16,2476,260,1,65.65,0,0,6,0
8.12,18,2507,4,0,82.56,0,0,5,0
211.37,4,1148,393,3,32.09,0,0,10,0
266.76,22,60,143,5,79.89,0,1,2,0
49.29,19,1402,282,1,67.78,0,0,2,0
4.94,12,1548,335,3,34.87,0,0,7,1
46.46,12,219,346,2,87.64,0,0,5,0
62.54,10,897,220,2,50.92,0,0,4,0
24.27,10,1936,327,0,64.82,0,0,6,0
39.84,15,859,160,0,49.56,1,0,2,0
308.03,14,1887,76,1,45.27,0,0,4,0
129.66,16,636,99,3,84.8,0,0,6,0
26.45,21,2736,180,3,29.47,0,0,3,0
13.5,17,1468,127,2,3.66,0,0,7,0
48.09,18,2834,32,2,87.98,0,0,6,0
53.87,3,1260,265,1,82.5,0,0,5,0
109.53,21,672,334,3,36.66,1,0,3,1
39.04,21,277,13,2,18.55,0,0,4,1
111.22,22,2173,440,1,67.55,0,0,8,0
461.81,4,1633,380,1,7.88,0,0,5,0
150.73,6,1863,428,2,42.38,0,1,3,1
63.56,1,763,481,5,8.59,0,0,6,0
55.53,0,1362,352,2,59.79,0,0,5,0
46.68,11,1878,339,2,2.72,0,0,6,0
217.16,9,1073,414,2,62.92,1,0,5,1
35.61,7,191,400,5,67.32,0,0,2,0
69.77,0,1523,396,0,48.71,0,0,3,0
70.19,11,912,202,1,17.5,0,0,4,0
40.38,1,1152,450,1,10.14,0,0,2,0
16.9,9,2315,18,0,31.33,0,0,4,0
92.11,21,1516,397,3,46.52,0,1,5,0
62.74,16,2566,93,1,64.22,0,1,5,0
109.97,2,2149,280,3,0.13,0,0,7,0
39.11,6,2012,358,1,71.11,0,0,7,0
226.06,11,1194,396,2,71.27,0,0,7,0
27.75,7,158,316,1,44.45,0,0,10,0
369.46,19,2174,60,5,34.34,1,1,10,1
11.62,11,2515,477,1,84.23,0,0,6,0
103.0,2,2622,214,5,78.46,0,0,5,0
107.28,16,2871,100,0,98.33,1,0,2,0
30.1,8,2102,1,2,37.19,1,0,4,0
101.94,9,1810,43,1,90.68,0,0,6,0
239.73,21,2031,311,2,8.74,0,0,4,0
7.27,5,2831,168,1,41.15,0,0,3,0
110.25,0,1852,192,2,46.54,0,0,2,0
5.51,21,2046,34,2,44.09,1,0,5,0
25.39,11,2291,34,1,62.51,0,0,6,0
340.08,4,1408,176,2,17.02,0,0,9,0
37.27,12,1580,417,5,86.65,0,0,7,0
20.62,14,1883,196,6,55.18,0,0,8,0
54.71,21,1982,486,2,90.42,0,1,4,0
527.37,10,2254,158,3,0.26,0,0,4,0
10.68,7,2082,245,2,63.0,0,0,2,0
23.31,4,2452,366,4,41.25,0,1,6,0
298.1,1,723,340,4,50.51,0,0,2,0
427.39,11,1818,346,2,74.38,0,0,3,0
60.13,1,232,335,1,22.72,0,0,3,0
19.32,15,873,71,2,20.49,0,1,2,0
542.31,20,539,327,2,70.3,0,0,8,0
328.47,2,1221,114,1,52.14,0,0,11,0
131.49,9,1435,285,4,23.36,0,0,8,0
29.59,18,2314,407,2,48.4,1,0,5,0
63.5,7,663,418,0,45.96,0,0,7,0
56.81,6,1169,468,3,69.14,0,1,5,0
92.84,0,1852,143,1,0.27,0,0,4,0
284.58,11,2648,97,4,58.68,0,0,3,0
160.68,4,453,309,2,60.57,0,0,6,0
22.71,15,2475,401,4,74.55,0,1,6,0
264.14,3,583,320,5,88.92,0,0,4,0
91.21,16,2186,212,2,44.02,0,0,4,0
132.56,23,1020,317,0,34.25,0,1,0,0
289.03,20,350,185,4,10.23,0,1,7,0
21.94,1,2867,205,1,33.68,1,0,4,1
64.34,11,1290,364,3,6.85,0,0,5,0
39.19,0,109,216,3,80.28,0,0,6,1
13.9,11,2096,246,1,80.7,0,1,7,0
94.32,11,2320,239,4,41.72,0,1,4,0
821.85,11,159,293,3,25.96,1,0,7,0
10.59,18,1666,391,1,11.8,0,0,3,1
64.57,16,2747,8,1,85.12,0,0,3,0
126.54,19,2870,471,4,87.75,1,0,7,0
75.42,23,1363,78,0,26.63,1,0,6,0
59.55,23,1153,324,2,62.18,0,0,8,0
18.19,10,1617,277,1,25.87,0,0,4,0
84.17,12,2276,445,1,22.51,0,0,8,0
31.29,7,2963,494,3,2.12,0,0,7,0
7.46,9,1847,202,4,57.72,0,0,3,0
220.21,7,253,214,1,14.99,0,0,6,0
173.88,19,2943,94,2,1.24,0,0,3,0
70.22,7,596,478,0,10.49,0,0,4,1
83.85,8,2575,464,2,31.38,0,0,6,0
195.26,6,2247,75,2,66.92,0,0,3,1
83.46,13,2972,470,3,20.26,0,0,5,0
164.68,1,2672,157,1,88.76,0,0,7,0
49.53,10,865,153,1,28.85,1,0,8,0
247.64,7,2523,442,2,33.12,0,0,3,0
91.91,12,2156,142,0,21.8,0,0,8,0
80.97,20,2045,78,1,25.38,0,0,4,0
18.73,14,839,322,5,7.41,0,0,3,0
88.85,2,1396,182,2,29.48,0,0,1,0
29.02,22,1726,461,3,85.96,0,0,6,0
35.22,13,1697,195,3,68.84,0,0,3,0
29.51,14,65,158,3,87.53,0,0,9,0
22.96,1,1735,146,2,10.49,0,0,1,0
558.23,18,1963,54,3,45.56,1,0,4,0
252.48,11,1055,356,2,22.93,0,0,5,0
455.03,19,2637,277,2,72.12,0,0,2,0
19.63,3,194,309,3,97.02,0,1,4,0
71.61,2,531,83,0,81.54,0,0,5,0
18.29,4,1611,400,0,3.53,0,0,2,0
33.26,2,2321,156,3,31.67,0,1,6,0
26.63,14,1258,4,1,2.86,0,0,6,0
230.35,18,1668,499,2,4.02,0,0,9,0
44.87,1,1071,311,2,7.95,0,0,5,0
194.1,11,1012,271,4,27.63,1,0,7,0
122.01,4,2180,64,2,30.42,0,0,6,0
667.57,21,2358,449,1,40.05,0,0,3,0
15.19,16,2890,112,1,40.49,0,0,5,0
234.92,13,2027,239,0,77.14,0,0,5,0
209.86,21,1938,144,0,14.14,0,0,6,0
25.19,9,2702,374,0,15.77,0,1,7,0
182.57,2,2931,20,1,62.66,0,0,8,1
93.33,3,403,64,0,57.17,1,0,3,0
53.12,5,1627,289,2,15.4,0,1,3,0
29.26,23,670,81,1,85.23,0,1,5,0
32.49,21,1438,197,2,32.91,0,0,5,0
517.92,15,1164,382,4,36.7,0,0,5,0
66.73,6,78,69,1,42.05,0,1,5,0
145.78,14,2819,186,3,32.27,0,0,4,0
30.24,20,329,167,2,55.75,0,0,3,0
30.57,19,2234,205,4,38.86,0,1,3,0
196.76,10,593,492,4,25.94,0,0,5,0
17.3,21,1874,164,4,90.45,0,0,5,0
44.03,20,1193,94,2,30.84,1,0,8,1
68.99,0,591,249,3,69.85,0,0,1,0
74.54,4,1777,68,2,34.72,0,0,5,0
55.75,12,1566,343,0,43.52,0,0,2,0
99.07,20,1808,21,2,23.59,0,0,1,0
133.33,13,120,319,2,75.23,0,0,9,0
139.02,8,1008,85,4,73.72,0,0,2,0
24.88,16,767,390,3,2.22,0,0,8,0
50.19,14,292,24,0,6.02,0,0,9,0
220.25,20,1752,111,1,92.24,0,0,7,0
163.15,6,2251,437,2,88.88,0,0,3,0
16.9,21,1080,351,3,50.61,0,1,5,0
94.77,21,2399,83,3,49.34,0,0,7,0
9.22,11,2579,358,2,81.24,0,0,6,0
69.89,22,1403,460,1,13.85,1,0,1,1
444.86,5,810,78,1,65.37,0,0,5,0
25.84,20,2960,434,2,47.6,0,0,7,0
28.95,15,140,380,3,74.33,0,1,4,0
143.17,4,1303,140,1,3.01,0,0,7,0
14.26,8,1973,440,1,59.27,0,0,4,0
35.42,13,2871,376,0,55.67,0,0,5,0
121.08,7,70,271,2,84.08,0,0,3,0
35.36,13,2221,339,5,67.68,0,0,5,0
52.67,11,1558,476,1,88.02,0,0,2,0
140.36,9,281,424,2,88.73,1,0,4,0
101.65,19,1791,169,1,40.82,0,0,8,0
87.08,19,2190,197,1,13.74,0,1,4,0
47.51,20,1277,453,1,63.03,0,0,2,0
96.55,12,1467,262,2,87.37,0,0,8,0
58.93,18,47,215,2,7.5,1,0,2,0
105.4,14,1904,67,1,55.79,0,0,4,0
40.57,7,1352,229,0,11.5,0,0,3,0
55.56,22,2674,161,0,2.7,0,1,10,0
24.78,20,483,427,4,67.96,0,1,4,0
64.39,9,68,122,3,68.18,0,0,5,0
29.64,2,2646,149,3,60.07,0,0,5,1
21.89,20,1973,340,2,85.92,0,0,5,0
86.37,2,2556,193,1,8.09,0,0,5,0
82.5,4,1928,231,3,10.53,0,0,9,0
145.89,15,2624,111,2,86.45,0,0,3,0
43.33,16,2624,145,2,50.33,0,0,2,0
100.29,5,913,221,3,27.31,0,0,2,0
115.68,19,392,392,2,73.82,0,0,4,0
104.04,19,1421,64,0,89.44,1,1,11,1
29.21,15,94,126,3,68.96,0,1,7,0
77.43,23,1543,218,3,79.19,0,0,3,0
95.98,1,2684,284,2,28.25,0,0,8,0
67.17,19,2883,354,4,28.88,0,0,1,0
8.28,14,2350,474,0,86.41,0,0,4,0
78.3,17,1100,397,2,61.49,0,0,7,0
609.43,0,2844,236,2,23.42,0,0,3,0
46.52,18,138,485,2,52.42,0,0,9,1
32.2,11,2086,13,3,68.59,0,0,4,0
96.87,7,1578,422,0,21.85,0,1,5,0
91.14,5,701,153,0,65.49,0,0,5,0
219.8,11,1970,239,0,4.21,0,0,4,0
18.96,6,142,190,2,30.37,0,0,9,1
138.57,17,1218,151,1,67.4,1,0,4,0
120.35,21,655,86,1,14.93,0,0,4,0
57.85,13,2746,21,2,22.22,0,1,2,0
93.57,7,2591,182,5,87.91,0,0,5,0
186.69,23,1622,319,4,67.43,0,1,3,0
159.54,19,525,158,3,49.89,0,0,7,0
21.26,21,2055,459,1,21.09,1,0,4,0
151.44,13,1873,452,1,34.14,0,1,8,0
62.51,4,2222,481,1,57.43,0,1,6,0
71.73,8,2984,367,3,15.53,0,1,1,0
71.75,7,942,76,1,48.17,0,0,3,0
57.38,1,1673,329,0,40.9,1,0,6,0
219.58,15,566,416,5,47.67,0,0,4,1
61.33,12,1681,203,1,10.56,0,0,2,0
21.77,6,2737,229,2,10.65,1,0,4,0
44.99,15,1002,152,1,96.41,0,0,3,0
79.73,6,1638,263,0,97.94,0,1,3,0
227.97,13,1701,72,0,42.62,0,0,4,0
121.89,13,766,225,0,78.9,0,0,14,0
28.49,11,1114,473,2,65.58,0,0,5,0
800.46,0,1280,385,2,11.69,1,0,7,0
86.9,0,2912,131,2,29.67,0,1,4,0
238.74,11,2550,360,2,31.37,0,0,4,0
57.3,19,658,28,1,59.58,0,1,2,0
113.68,20,1419,299,3,58.0,0,1,6,0
154.39,14,1001,97,2,92.35,0,1,4,0
225.47,3,1340,46,4,79.0,1,0,0,0
191.98,6,637,1,3,85.68,0,0,5,0
159.52,15,2682,166,1,89.12,0,0,2,0
48.66,2,2600,245,1,80.13,0,0,8,0
37.65,6,2064,219,2,33.29,0,0,6,0
93.0,23,1959,102,3,21.5,0,1,5,0
169.55,21,963,291,3,57.18,0,0,7,0
53.37,5,2572,458,2,68.96,0,0,4,0
193.48,15,1852,204,0,38.66,0,0,2,0
285.04,23,2812,202,1,84.83,0,0,4,0
26.67,7,2130,54,3,96.06,0,0,3,1
28.88,22,19,482,4,56.94,0,0,3,0
57.95,21,1606,280,2,45.66,1,0,11,0
90.71,5,2619,412,4,84.29,1,0,2,0
39.47,9,131,278,3,2.43,1,0,3,0
257.8,15,696,493,1,12.9,0,0,5,0
101.91,10,2019,16,2,84.57,0,0,7,0
69.37,12,2570,13,3,73.2,1,0,5,0
15.86,5,450,356,2,41.61,0,1,0,0
17.89,23,2759,356,2,88.89,1,0,5,0
88.32,0,600,318,2,35.15,0,0,9,0
7.9,20,1378,427,1,63.38,1,1,4,0
183.58,18,1999,87,3,63.43,0,0,9,0
56.93,11,1371,78,4,18.43,0,0,4,0
1708.02,23,1217,416,1,28.49,0,0,5,0
670.43,5,2124,67,1,91.6,1,0,8,0
55.62,17,2074,347,1,18.34,0,0,5,0
59.96,12,1416,211,2,17.36,1,0,1,0
180.47,6,2425,214,3,47.96,0,0,3,0
366.2,22,2961,185,2,9.22,0,0,8,0
12.96,12,1349,449,4,89.46,0,0,3,1
11.17,20,1530,453,2,10.01,0,0,6,1
35.8,7,2778,433,1,61.66,0,0,1,0
119.43,20,1586,33,4,33.98,0,0,2,0
109.6,16,917,115,1,80.43,0,0,2,0
194.37,8,2530,275,2,58.98,0,0,8,0
20.09,19,124,420,5,38.83,0,0,13,0
6.58,12,2157,499,0,98.39,1,0,4,0
157.28,1,2495,198,2,6.62,0,0,3,0
29.13,3,1378,380,2,57.78,0,0,3,0
8.86,1,2406,143,1,98.96,0,1,3,0
77.1,3,148,228,4,69.1,0,0,5,0
147.4,17,837,120,7,73.98,0,0,8,0
59.02,4,2381,353,5,3.21,0,0,3,0
42.19,18,855,24,2,2.14,0,0,6,0
56.86,9,2351,27,4,3.61,1,0,6,0
46.04,17,1990,433,3,99.17,0,1,6,0
17.32,20,1562,75,2,97.95,0,0,7,0
32.63,9,1325,241,2,33.45,0,1,4,0
112.31,4,83,23,1,29.1,1,0,7,0
91.99,16,493,161,2,14.6,0,0,4,0
78.89,21,25,41,5,32.91,0,1,5,0
24.65,12,1559,238,0,37.01,0,0,5,0
55.62,22,1369,239,0,74.83,1,0,5,1
7.56,16,2850,56,3,86.63,0,0,9,0
79.72,8,1906,413,2,74.67,0,1,4,0
278.34,23,2573,415,2,64.65,0,0,4,0
15.27,11,2982,449,4,76.59,0,0,4,0
37.12,13,1160,98,2,73.85,0,0,6,0
92.68,13,2881,146,1,47.57,0,0,4,0
233.42,7,2575,466,4,33.59,1,0,7,0
42.6,22,138,262,0,28.28,0,0,4,0
33.37,4,520,436,3,67.94,0,0,6,0
9.31,18,432,40,1,95.93,1,1,4,0
73.95,13,2442,193,3,58.11,0,0,8,0
513.92,8,1916,239,2,91.25,0,1,0,0
88.0,6,241,42,2,1.42,0,0,6,0
65.22,7,968,222,2,79.45,1,0,8,0
92.03,13,834,196,2,85.36,0,1,5,0
65.95,21,74,288,0,63.1,0,0,7,0
29.58,13,842,10,2,93.41,0,0,7,0
151.91,10,624,235,2,58.99,0,0,3,0
83.58,13,2038,325,2,24.05,1,0,2,0
67.87,20,810,265,0,21.57,0,1,5,0
25.14,7,1977,69,2,55.58,0,0,8,0
245.55,2,287,445,3,90.65,0,1,7,0
129.63,22,2023,139,2,7.24,0,1,1,0
38.36,17,1727,355,1,60.44,0,0,2,0
181.6,2,2423,219,0,76.98,0,0,6,0
40.55,12,2573,196,0,11.54,1,0,3,0
30.51,11,1248,74,1,11.68,1,0,11,0
31.2,14,2496,103,2,36.61,0,1,8,0
11.35,17,437,225,1,27.39,0,0,3,0
106.86,4,2786,123,0,19.83,0,0,6,0
10.69,6,2453,102,1,19.87,0,0,6,0
19.52,10,1534,264,3,13.07,0,0,10,0
8.37,10,1496,433,0,61.09,0,0,7,0
61.19,14,595,408,1,68.81,0,0,8,0
57.38,9,384,487,1,70.29,0,0,3,0
48.1,14,1533,161,2,53.24,1,1,4,0
23.51,12,102,233,2,95.29,0,0,1,0
20.65,13,1610,491,1,88.05,1,0,4,0
106.1,16,2378,275,1,95.76,0,0,6,0
38.45,12,923,258,2,38.88,0,0,3,0
91.5,9,1355,311,2,87.78,1,0,4,1
27.52,0,1850,139,0,76.29,0,1,6,0
79.92,0,1311,227,3,34.0,0,0,5,0
245.5,14,1631,273,3,10.66,0,0,4,1
119.84,15,1571,426,3,68.26,0,0,3,0
44.15,11,1763,317,1,13.65,0,0,9,0
86.25,23,1426,387,1,29.38,0,0,9,0
52.42,5,2974,86,1,50.04,0,0,8,1
67.21,5,104,291,3,67.99,1,0,2,0
48.15,11,1789,469,0,92.62,1,1,6,0
56.58,14,968,217,1,59.32,0,0,4,0
82.44,3,1140,359,2,67.14,0,0,6,0
24.7,23,1423,66,4,31.0,0,0,3,0
24.15,3,1793,257,4,68.73,0,0,4,0
16.63,1,2128,135,0,43.78,0,0,8,0
13.46,23,673,404,9,85.69,0,0,6,0
19.74,11,978,427,0,39.25,0,0,4,0
78.22,6,2644,375,0,46.83,0,1,3,1
27.31,19,2784,390,0,43.26,0,0,7,0
111.45,8,2425,55,0,81.11,0,0,3,0
69.04,8,2108,356,0,95.37,0,0,7,1
9.31,7,1176,243,4,32.73,0,0,4,0
128.38,13,1581,252,1,47.5,0,0,9,0
150.02,0,1533,21,2,70.59,0,0,6,0
24.68,22,997,307,2,89.54,0,0,4,0
101.51,20,2317,430,1,49.37,1,1,2,0
28.32,22,1235,163,3,10.89,0,0,2,1
73.53,11,1218,356,1,36.87,1,0,5,0
18.83,1,2215,264,0,55.04,0,0,6,0
11.1,12,108,498,3,41.75,0,0,5,0
45.48,3,2298,68,4,18.66,0,0,7,0
58.93,19,1524,107,1,3.7,0,1,8,1
44.81,17,211,400,2,68.74,0,0,3,0
20.41,18,643,67,2,99.27,1,1,5,0
44.71,15,755,199,2,91.92,0,0,6,0
87.3,13,499,192,0,68.33,0,0,9,0
63.76,7,588,2,2,84.15,0,0,2,0
80.04,11,2584,257,0,25.57,0,1,4,0
34.12,8,282,442,2,62.24,0,0,4,1
215.23,5,1252,1,4,6.06,0,1,9,0
20.57,17,795,358,1,70.72,0,1,7,0
108.59,1,462,115,1,96.99,0,0,9,0
217.43,22,1185,391,1,86.08,0,0,8,0
107.87,7,2404,88,2,53.44,0,0,6,1
54.46,23,825,197,3,78.87,0,1,5,0
39.32,13,423,469,1,94.39,0,0,10,0
187.93,5,1560,92,3,21.6,0,0,5,0
16.07,9,440,274,4,79.33,0,0,2,0
25.28,7,2436,344,1,26.98,0,0,3,0
44.81,16,904,160,2,87.69,0,0,2,0
229.9,11,2485,173,3,9.84,0,0,4,0
97.49,16,1956,33,3,17.82,1,1,6,1
25.33,12,1117,458,0,72.06,1,0,7,1
48.9,18,201,73,2,17.48,0,1,5,0
36.08,11,50,433,3,15.81,0,0,4,0
32.79,15,1897,417,4,55.55,0,0,6,0
177.49,4,1869,481,2,83.5,0,1,2,0
16.92,15,1806,455,1,26.85,0,0,9,0
333.21,5,1342,196,3,84.11,0,0,8,0
152.66,10,145,284,2,80.8,0,0,4,0
198.51,16,1823,87,1,57.91,0,0,3,0
41.97,22,115,309,4,64.66,1,0,6,0
57.4,13,528,224,5,4.04,0,0,5,0
15.91,5,1951,44,2,36.71,0,0,6,0
39.46,22,2871,336,1,26.34,1,0,3,0
109.25,10,1575,494,3,15.0,0,1,7,0
243.73,11,135,439,3,38.97,1,0,8,0
22.04,12,2457,138,2,35.49,0,0,6,0
46.27,3,2136,270,3,72.89,1,0,2,0
57.32,6,398,359,0,59.81,1,1,6,0
16.51,1,1568,36,4,91.31,0,1,9,0
120.46,5,1734,34,1,14.54,0,0,5,0
32.33,5,2131,88,0,5.97,0,0,8,0
54.85,17,1038,146,2,53.46,0,0,7,0
42.44,19,1952,16,2,0.1,0,1,1,1
30.29,7,91,233,0,78.77,0,0,3,0
66.22,7,1570,421,3,50.6,0,1,7,0
53.75,7,785,41,4,48.81,0,0,2,0
45.98,7,287,255,2,36.25,0,0,4,0
32.19,0,2897,281,0,37.5,0,0,4,0
91.79,1,1888,126,2,43.11,1,1,3,0
348.49,11,2281,8,3,1.6,0,0,6,1
76.7,14,1617,472,2,8.35,0,0,4,0
180.57,3,615,468,2,50.5,0,1,5,0
16.61,2,2076,368,3,15.01,1,0,4,0
78.08,13,649,350,2,77.88,0,0,2,0
22.26,21,1799,340,1,27.45,0,0,3,0
15.23,22,1766,402,1,9.79,0,0,4,0
31.84,7,1376,324,3,23.52,0,0,3,0
219.62,12,2154,176,1,35.71,0,0,1,0
172.43,22,184,228,4,3.53,0,0,6,0
85.03,18,1386,454,1,14.17,0,0,4,1
14.4,21,357,323,3,32.38,0,0,6,0
54.8,4,10,402,2,31.05,0,1,5,1
90.17,12,72,367,3,80.04,0,0,5,0
79.48,19,1793,488,1,84.33,0,1,9,0
10.55,0,235,18,1,19.34,0,1,6,0
27.38,15,2480,56,4,12.39,0,1,6,0
62.55,22,1052,407,1,63.42,0,1,4,0
114.01,23,2088,35,1,80.46,0,0,6,0
7.42,1,854,390,3,96.37,0,0,5,0
56.71,6,2690,118,0,0.68,0,0,10,0
76.94,5,33,282,2,41.37,0,1,12,0
155.96,4,2894,254,1,73.4,1,0,6,0
133.33,3,1244,213,3,82.86,0,0,1,0
119.41,1,1994,61,1,6.23,1,0,3,0
29.97,9,170,88,1,68.06,0,1,3,0
9.89,21,1288,271,3,28.89,0,0,3,0
45.01,4,1604,347,1,7.46,0,0,8,0
181.57,17,2171,32,3,48.91,0,0,9,0
268.66,9,2561,396,3,15.82,0,0,3,0
135.71,22,1962,133,4,73.7,1,0,3,0
102.45,21,1705,64,3,74.13,0,0,3,0
97.48,14,964,199,3,84.21,0,0,3,1
38.24,8,366,256,0,37.76,1,0,3,0
58.55,10,2226,342,3,1.33,0,0,9,1
353.92,20,978,155,2,25.97,0,1,3,0
25.98,16,251,463,4,46.78,1,0,2,0
335.22,20,148,231,1,69.4,0,0,7,0
48.33,8,2154,301,1,38.2,0,1,6,0
250.99,22,156,35,0,53.6,0,0,9,0
16.33,15,1090,26,2,52.43,0,0,5,0
119.81,5,1075,23,0,16.5,0,0,3,1
31.92,21,2923,141,2,62.3,0,0,6,0
16.2,10,552,474,2,43.93,0,0,6,0
82.97,22,701,387,1,80.79,0,1,5,0
183.0,16,1035,285,0,69.06,1,0,5,0
28.65,3,1171,450,4,11.15,1,0,1,0
14.89,14,1650,320,3,48.88,0,0,4,0
60.83,0,2961,156,2,70.25,0,0,7,0
61.1,21,739,471,0,8.7,0,0,3,0
115.39,19,2388,420,1,79.25,0,0,5,0
172.36,0,2674,113,0,22.2,1,0,8,0
62.84,8,413,390,3,50.31,1,0,4,0
426.45,11,2565,139,2,94.06,0,0,9,0
83.45,3,1949,422,0,57.13,0,0,4,0
47.16,21,1160,374,1,42.41,0,0,3,0
13.31,12,1745,418,3,0.68,0,0,7,0
51.28,6,1048,209,1,13.34,0,0,7,0
47.64,7,2283,323,2,57.87,0,0,3,0
174.22,12,2922,364,1,49.38,0,1,4,0
105.9,10,754,430,2,36.38,0,0,8,0
20.5,8,2550,482,3,92.32,0,0,7,0
79.22,23,328,86,1,33.25,0,0,7,0
130.52,15,1252,285,2,53.72,1,1,3,0
307.36,9,782,60,1,56.87,0,0,7,0
161.99,10,1926,54,2,52.75,0,0,6,0
142.71,11,2509,93,2,47.76,1,0,6,0
70.82,13,953,325,3,33.71,0,0,2,0
98.33,18,2905,458,1,90.88,0,0,5,0
232.64,11,2024,458,0,45.08,0,0,10,0
17.59,17,1223,373,2,52.84,0,0,7,0
47.02,20,2941,265,4,65.65,0,0,10,0
30.8,16,428,382,2,6.77,0,0,0,0
